Internship_ID,Title,Company,Location,Education_Level,Skills_Required,Sector,Duration_Months,Stipend_Range,Mode,Application_Deadline,Industry,Job_Description,Benefits,Number_of_Openings
907,Internship 907,Company 907,Pune,BBA,"UI/UX, Marketing, CSS",AI,5,19850-32084,Hybrid,2025-10-16,Healthcare,"This internship requires skills in Data Analysis, Communication, Project Management, CSS, Java and relevant experience.",Flexible Hours,4
908,Internship 908,Company 908,Pune,BBA,"Python, Project Management",Healthcare,3,11292-23848,Online,2025-08-07,AI,"This internship requires skills in NLP, Marketing, UI/UX and relevant experience.",Flexible Hours,3
909,Internship 909,Company 909,Chennai,MBA,"Project Management, Deep Learning, AI, JavaScript",Marketing,6,7094-45677,Hybrid,2025-10-02,AI,"This internship requires skills in ML, Python, SQL and relevant experience.",Flexible Hours,5
910,Internship 910,Company 910,Hyderabad,MBA,"UI/UX, Project Management, NLP, Deep Learning",Design,4,5021-47613,Hybrid,2025-06-12,Education,"This internship requires skills in Project Management, JavaScript and relevant experience.",Certificate,5
911,Internship 911,Company 911,Kolkata,MBA,"Accounting, AI, C++",Healthcare,6,10411-26487,Offline,2025-01-18,Finance,"This internship requires skills in AI, Accounting and relevant experience.",Letter of Recommendation,1
912,Internship 912,Company 912,Pune,B.Tech,"UI/UX, AI, Excel, ML",Technology,1,19527-36962,Offline,2025-05-23,AI,"This internship requires skills in C++, Excel, JavaScript and relevant experience.",Networking,7
913,Internship 913,Company 913,Pune,PhD,"Finance, AI",Education,4,9973-37341,Online,2025-12-11,AI,"This internship requires skills in CSS, UI/UX, NLP, HTML, JavaScript and relevant experience.",Stipend,2
914,Internship 914,Company 914,Pune,B.Com,"Java, Project Management, NLP, Marketing, Python",Marketing,4,13270-37617,Hybrid,2025-06-09,Marketing,"This internship requires skills in SEO, Marketing, Accounting, Java and relevant experience.",Stipend,3
915,Internship 915,Company 915,Chennai,B.Com,"SEO, Data Analysis, JavaScript, Communication, SQL",AI,3,7146-29933,Online,2025-09-25,Healthcare,"This internship requires skills in SQL, CSS and relevant experience.",Letter of Recommendation,9
916,Internship 916,Company 916,Pune,MBA,"Finance, Deep Learning, HTML, JavaScript",Finance,3,6901-37361,Hybrid,2025-10-16,Marketing,"This internship requires skills in Java, Excel, Python, Communication and relevant experience.",Networking,8
917,Internship 917,Company 917,Delhi,PhD,"C++, JavaScript, AI, Excel, Accounting",Finance,1,17050-42024,Online,2025-06-26,Education,"This internship requires skills in AI, Python, Deep Learning, Accounting and relevant experience.",Stipend,7
918,Internship 918,Company 918,Hyderabad,M.Com,"Marketing, SQL",AI,2,14998-46808,Online,2025-05-11,Finance,"This internship requires skills in AI, Data Analysis, SEO, HTML, Accounting and relevant experience.",Stipend,1
919,Internship 919,Company 919,Hyderabad,M.Tech,"Java, Accounting",Education,1,16604-41085,Offline,2025-10-12,Healthcare,"This internship requires skills in Finance, Java, Accounting and relevant experience.",Networking,9
920,Internship 920,Company 920,Pune,B.Com,"Python, AI",AI,6,10509-45590,Offline,2025-06-27,AI,"This internship requires skills in Project Management, Excel and relevant experience.",Stipend,9
921,Internship 921,Company 921,Chennai,MBA,"Marketing, CSS, SQL, Python, Data Analysis",Healthcare,6,17729-46875,Hybrid,2025-12-26,Finance,"This internship requires skills in Project Management, NLP, Data Analysis and relevant experience.",Networking,1
922,Internship 922,Company 922,Bangalore,PhD,"SQL, Project Management, ML",Education,5,10863-43488,Offline,2025-10-21,Tech,"This internship requires skills in CSS, Project Management and relevant experience.",Certificate,8
923,Internship 923,Company 923,Chennai,PhD,"Project Management, AI, Python, Excel",Operations,3,5202-41963,Offline,2025-11-11,Marketing,"This internship requires skills in Excel, ML and relevant experience.",Flexible Hours,3
924,Internship 924,Company 924,Pune,B.Tech,"ML, Excel, SEO, Deep Learning",Design,6,12676-46600,Hybrid,2025-05-24,Education,"This internship requires skills in CSS, C++, JavaScript, Accounting, Communication and relevant experience.",Flexible Hours,1
925,Internship 925,Company 925,Kolkata,M.Com,"Marketing, CSS, SEO",E-commerce,5,17562-34953,Offline,2025-12-12,Healthcare,"This internship requires skills in Communication, HTML and relevant experience.",Networking,8
926,Internship 926,Company 926,Chennai,PhD,"Deep Learning, Python, HTML, Java, Data Analysis",Design,4,18709-32739,Offline,2025-11-22,AI,"This internship requires skills in HTML, Communication, SEO, Finance and relevant experience.",Flexible Hours,6
927,Internship 927,Company 927,Hyderabad,BBA,"ML, HTML, C++, AI",Marketing,1,15564-32065,Online,2025-09-06,Education,"This internship requires skills in Project Management, Data Analysis, Deep Learning, Python and relevant experience.",Stipend,5
928,Internship 928,Company 928,Mumbai,B.Com,"AI, Marketing, UI/UX, NLP",AI,3,10355-24174,Hybrid,2025-10-05,Healthcare,"This internship requires skills in HTML, Excel, SEO, Deep Learning, Python and relevant experience.",Flexible Hours,1
929,Internship 929,Company 929,Delhi,B.Tech,"Java, SQL, UI/UX",Marketing,4,16221-27538,Online,2025-06-24,Education,"This internship requires skills in JavaScript, Finance and relevant experience.",Networking,8
930,Internship 930,Company 930,Pune,M.Tech,"UI/UX, Deep Learning, SQL",Operations,3,15141-44766,Hybrid,2025-09-24,AI,"This internship requires skills in Deep Learning, Marketing and relevant experience.",Flexible Hours,7
931,Internship 931,Company 931,Mumbai,M.Tech,"JavaScript, SEO, Data Analysis, NLP, HTML",Operations,6,8963-37712,Hybrid,2025-09-07,Education,"This internship requires skills in Marketing, Java, Data Analysis, Python, JavaScript and relevant experience.",Flexible Hours,10
932,Internship 932,Company 932,Bangalore,B.Com,"Project Management, NLP",Healthcare,2,9075-28997,Online,2025-05-18,Tech,"This internship requires skills in Communication, CSS, C++ and relevant experience.",Networking,6
933,Internship 933,Company 933,Mumbai,M.Tech,"Deep Learning, UI/UX, C++, AI, Java",E-commerce,1,15655-20497,Online,2025-01-14,Finance,"This internship requires skills in Deep Learning, Data Analysis, Accounting, Communication, Excel and relevant experience.",Certificate,5
934,Internship 934,Company 934,Bangalore,M.Com,"Data Analysis, HTML, Finance, Excel, Marketing",Operations,6,6955-32657,Offline,2025-01-21,AI,"This internship requires skills in Python, C++, NLP, Accounting and relevant experience.",Certificate,6
935,Internship 935,Company 935,Chennai,PhD,"SEO, Deep Learning, Marketing, UI/UX, C++",Marketing,6,12058-25991,Online,2025-10-15,Education,"This internship requires skills in NLP, Accounting, C++ and relevant experience.",Flexible Hours,1
936,Internship 936,Company 936,Pune,B.Tech,"Deep Learning, HTML, Finance, ML",Operations,2,11888-30063,Hybrid,2025-11-20,Education,"This internship requires skills in SQL, Deep Learning, Communication, Marketing and relevant experience.",Flexible Hours,9
937,Internship 937,Company 937,Bangalore,B.Com,"Deep Learning, UI/UX, Communication, JavaScript, NLP",Education,2,16623-22827,Offline,2025-05-10,Education,"This internship requires skills in ML, Deep Learning, HTML, Accounting, C++ and relevant experience.",Stipend,9
938,Internship 938,Company 938,Delhi,PhD,"Project Management, C++, Data Analysis",E-commerce,3,15544-48265,Offline,2025-03-15,Healthcare,"This internship requires skills in Data Analysis, SEO and relevant experience.",Certificate,1
939,Internship 939,Company 939,Chennai,M.Tech,"SQL, JavaScript, Project Management, ML",Operations,3,11063-22065,Online,2025-02-28,Marketing,"This internship requires skills in Marketing, ML, Python and relevant experience.",Letter of Recommendation,10
940,Internship 940,Company 940,Kolkata,MBA,"Communication, Data Analysis",Design,2,10412-42498,Online,2025-03-22,Marketing,"This internship requires skills in UI/UX, SQL and relevant experience.",Flexible Hours,9
941,Internship 941,Company 941,Bangalore,M.Tech,"NLP, SQL, UI/UX, Python, AI",Education,5,17530-28776,Hybrid,2025-04-12,Finance,"This internship requires skills in NLP, Data Analysis, UI/UX and relevant experience.",Stipend,6
942,Internship 942,Company 942,Delhi,BBA,"ML, Excel, Python",Research,6,18642-35792,Offline,2025-02-20,Tech,"This internship requires skills in SEO, Communication, AI, Deep Learning, C++ and relevant experience.",Networking,4
943,Internship 943,Company 943,Mumbai,M.Tech,"SEO, Accounting, SQL",AI,1,8720-42498,Hybrid,2025-12-07,Marketing,"This internship requires skills in CSS, Java and relevant experience.",Networking,4
944,Internship 944,Company 944,Chennai,MBA,"Finance, Project Management, UI/UX",AI,4,7966-24738,Hybrid,2025-12-18,AI,"This internship requires skills in HTML, Java and relevant experience.",Networking,10
945,Internship 945,Company 945,Pune,M.Tech,"Communication, SQL, NLP, ML, Deep Learning",Operations,5,9929-48836,Online,2025-03-11,Healthcare,"This internship requires skills in ML, AI and relevant experience.",Stipend,5
946,Internship 946,Company 946,Kolkata,M.Tech,"Deep Learning, Communication, CSS, Marketing, Data Analysis",Design,4,17962-25618,Offline,2025-11-12,Tech,"This internship requires skills in UI/UX, Finance, HTML and relevant experience.",Stipend,4
947,Internship 947,Company 947,Mumbai,PhD,"SQL, C++, AI, Deep Learning, Python",Education,2,18667-38879,Online,2025-04-07,Finance,"This internship requires skills in CSS, Java, Marketing, Deep Learning and relevant experience.",Stipend,10
948,Internship 948,Company 948,Delhi,MBA,"Python, Data Analysis",Marketing,5,16453-49267,Hybrid,2025-09-23,Healthcare,"This internship requires skills in CSS, Java, ML, Excel, Accounting and relevant experience.",Networking,2
949,Internship 949,Company 949,Hyderabad,MBA,"CSS, NLP, AI, Accounting, JavaScript",Education,4,8108-31741,Hybrid,2025-07-22,Finance,"This internship requires skills in Deep Learning, AI, Java, Excel, JavaScript and relevant experience.",Networking,4
950,Internship 950,Company 950,Delhi,B.Tech,"Communication, Excel",Design,2,18742-37834,Hybrid,2025-07-20,Tech,"This internship requires skills in NLP, ML, Accounting, C++ and relevant experience.",Letter of Recommendation,9
951,Internship 951,Company 951,Kolkata,MBA,"Project Management, CSS, SEO, Deep Learning, HTML",AI,5,17929-20344,Hybrid,2025-09-02,AI,"This internship requires skills in NLP, SQL, UI/UX, HTML and relevant experience.",Stipend,6
952,Internship 952,Company 952,Delhi,B.Tech,"Communication, UI/UX, Deep Learning",Education,6,13071-26609,Offline,2025-04-24,Finance,"This internship requires skills in Deep Learning, SEO, JavaScript, HTML and relevant experience.",Letter of Recommendation,9
953,Internship 953,Company 953,Mumbai,MBA,"Data Analysis, Project Management, JavaScript, SEO",Finance,3,18433-29191,Hybrid,2025-09-01,Education,"This internship requires skills in JavaScript, Python, AI, Java and relevant experience.",Networking,8
954,Internship 954,Company 954,Mumbai,B.Com,"Python, Project Management, Java",Finance,1,19291-46919,Online,2025-01-28,Marketing,"This internship requires skills in Python, CSS, Data Analysis and relevant experience.",Letter of Recommendation,7
955,Internship 955,Company 955,Kolkata,M.Tech,"JavaScript, NLP, Deep Learning, Data Analysis",Operations,3,16010-25835,Offline,2025-03-05,Marketing,"This internship requires skills in UI/UX, Java and relevant experience.",Letter of Recommendation,10
956,Internship 956,Company 956,Hyderabad,MBA,"JavaScript, UI/UX, Java",Research,6,12259-28829,Offline,2025-11-23,Healthcare,"This internship requires skills in Deep Learning, Python and relevant experience.",Flexible Hours,8
957,Internship 957,Company 957,Kolkata,MBA,"JavaScript, SEO, UI/UX, AI",Operations,4,12826-44853,Hybrid,2025-09-07,AI,"This internship requires skills in Communication, C++, JavaScript, CSS, Deep Learning and relevant experience.",Letter of Recommendation,6
958,Internship 958,Company 958,Mumbai,M.Com,"NLP, SEO",Technology,2,5707-41186,Hybrid,2025-06-05,Tech,"This internship requires skills in CSS, UI/UX, Project Management, ML and relevant experience.",Letter of Recommendation,8
959,Internship 959,Company 959,Delhi,B.Com,"AI, ML, Project Management, SQL",Finance,1,15534-37702,Online,2025-11-18,Marketing,"This internship requires skills in Data Analysis, Java and relevant experience.",Networking,2
960,Internship 960,Company 960,Chennai,M.Tech,"Finance, Deep Learning",AI,4,16081-27651,Offline,2025-03-10,Marketing,"This internship requires skills in NLP, Finance and relevant experience.",Letter of Recommendation,9
961,Internship 961,Company 961,Mumbai,MBA,"JavaScript, Marketing",Finance,2,12391-36959,Hybrid,2025-09-06,Healthcare,"This internship requires skills in SEO, C++, Project Management and relevant experience.",Letter of Recommendation,6
962,Internship 962,Company 962,Hyderabad,B.Com,"ML, Finance, NLP, JavaScript",Healthcare,3,9518-20711,Online,2025-11-17,Tech,"This internship requires skills in C++, AI and relevant experience.",Letter of Recommendation,7
963,Internship 963,Company 963,Chennai,M.Com,"Python, Excel, CSS",E-commerce,3,7507-29306,Hybrid,2025-01-04,Tech,"This internship requires skills in JavaScript, Accounting, Project Management and relevant experience.",Flexible Hours,6
964,Internship 964,Company 964,Chennai,M.Com,"SEO, CSS, Data Analysis, SQL, Project Management",AI,4,13180-28172,Offline,2025-12-03,Marketing,"This internship requires skills in HTML, Python and relevant experience.",Stipend,7
965,Internship 965,Company 965,Chennai,MBA,"SEO, ML, Accounting",AI,4,11391-41214,Online,2025-07-17,Tech,"This internship requires skills in Data Analysis, Project Management, Excel and relevant experience.",Flexible Hours,10
966,Internship 966,Company 966,Delhi,MBA,"Project Management, SQL, Finance, UI/UX",Education,4,8173-29904,Online,2025-05-13,Marketing,"This internship requires skills in Excel, HTML, JavaScript, Project Management and relevant experience.",Stipend,6
967,Internship 967,Company 967,Mumbai,BBA,"Finance, Marketing, SEO, UI/UX",E-commerce,6,17673-25398,Hybrid,2025-01-25,Education,"This internship requires skills in Accounting, Deep Learning, JavaScript, UI/UX and relevant experience.",Certificate,3
968,Internship 968,Company 968,Delhi,BBA,"CSS, ML, Excel, NLP, Data Analysis",E-commerce,2,5280-35493,Online,2025-07-21,Education,"This internship requires skills in SEO, Accounting, CSS, AI, Excel and relevant experience.",Networking,5
969,Internship 969,Company 969,Mumbai,BBA,"Data Analysis, AI, C++, CSS, Finance",Operations,5,19877-31032,Online,2025-06-11,Tech,"This internship requires skills in AI, C++, Project Management and relevant experience.",Letter of Recommendation,6
970,Internship 970,Company 970,Chennai,B.Com,"Data Analysis, Java, JavaScript, Project Management, Python",Finance,2,15384-28386,Hybrid,2025-04-11,Healthcare,"This internship requires skills in Marketing, Excel, Deep Learning, Data Analysis and relevant experience.",Certificate,6
971,Internship 971,Company 971,Delhi,MBA,"SEO, Marketing, C++, Finance, NLP",E-commerce,3,12448-48555,Online,2025-02-02,Tech,"This internship requires skills in NLP, SQL, AI and relevant experience.",Letter of Recommendation,7
